N-Number,Serial Number,MFR MDL Code,Eng MFR Code,Year MFR,Type Registrant,Name,Street 1,Street2,City,State,ZIP,Region,County ,Country,Last Activity Date,Cert Issue Date,Certification Requested ,Type Aircraft,Type Engine,Status Code,Mode S Code,Fractional  Ownership,Airworthiness Date,Other Name 1,Other Name 2,Other Name 3,Other Name 4,Other Name 5,Expiration Date,Unique ID,Kit MFR Code,Kit Model,Mose S Code Hex
8942A,7942,1390008,30070,2004,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150129,20040629,"1T        ",5,5,"V ",53053317," ",20060901,NULL,NULL,NULL,NULL,NULL,20170731,110979,"    ",NULL,NULL
404WN,27892,1384404,13802,2001,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140812,20010726,"1T        ",5,5,"V ",51136576," ",20010627,NULL,NULL,NULL,NULL,NULL,20171031,446010,"    ",NULL,NULL
932DL,49719,3023688,52053,1989,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,30354,7,121,US,20161221,19890413,"1T        ",5,5,"V ",53166555," ",19890319,NULL,NULL,NULL,NULL,NULL,20200331,114331,"    ",NULL,NULL
529VA,3684,3940009,13017,2008,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20160718,20101203,"1T        ",5,5,"V ",51526071," ",20140501,NULL,NULL,NULL,NULL,NULL,20191231,1016203,"    ",NULL,NULL
967WN,36967,1384404,13804,2011,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140812,20111024,"1T        ",5,5,"V ",53274050," ",20111001,NULL,NULL,NULL,NULL,NULL,20171031,1062619,"    ",NULL,NULL
389SW,26592,138447K,13802,1994,NULL,"U S BANK NA TRUSTEE                               ","ONE FEDERAL ST                   ","CORPORATE TRUST SERVICES         ","BOSTON            ",MA,2110,E,25,US,20140226,20040513,"1T        ",5,5,"V ",51077136," ",19940706,NULL,NULL,NULL,NULL,NULL,20170630,484952,"    ",NULL,NULL
26545,145558,3260212,54524,2002,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC  U1228-51                    ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150130,20020530,"1T        ",5,5,25,50512222," ",20020126,NULL,NULL,NULL,NULL,NULL,20170430,734047,"    ",NULL,NULL
127SY,17000441,3260415,30061,2014,NULL,"SKYWEST AIRLINES INC                              ","444 S RIVER RD                   ","                                 ","ST GEORGE         ",UT,847902085,S,53,US,20141204,20141204,"1T        ",5,5,"V ",50067532," ",20141205,NULL,NULL,NULL,NULL,NULL,20171231,1166364,"    ",NULL,NULL
798UA,26928,1385219,52119,1998,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151210,20130401,"1T        ",5,5,"V ",52553600," ",19980227,NULL,NULL,NULL,NULL,NULL,20190430,606651,"    ",NULL,NULL
407WN,29817,1384404,13802,2001,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20141007,20010827,"1T        ",5,5,"V ",51144243," ",20010726,NULL,NULL,NULL,NULL,NULL,20180228,476010,"    ",NULL,NULL
409WN,27896,1384404,13802,2001,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160305,20020128,"1T        ",5,5,"V ",51150021," ",20011219,NULL,NULL,NULL,NULL,NULL,20190630,893674,"    ",NULL,NULL
416WN,32453,1384404,13802,2001,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20161116,20020426,"1T        ",5,5,"V ",51166153," ",20011101,NULL,NULL,NULL,NULL,NULL,20200331,993894,"    ",NULL,NULL
359NB,1923,3940002,13802,2003,NULL,"DELTA AIR LINES INC                               ","1775 MH JACKSON SERVICE RD       ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,30354,7,121,US,20160408,20091231,"1T        ",5,5,"V ",51003552," ",20030326,NULL,NULL,NULL,NULL,NULL,20190630,34059,"    ",NULL,NULL
73270,31632,13844BZ,13802,2001,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC: U1228-51                    ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150218,20011012,"1T        ",5,5,"V ",52352737," ",20011008,NULL,NULL,NULL,NULL,NULL,20180731,813954,"    ",NULL,NULL
901NK,6833,3940320,34550,2016,NULL,"WILMINGTON TRUST CO TRUSTEE                       ","RODNEY SQUARE NORTH              ","1100 N MARKET ST                 ","WILMINGTON        ",DE,198901100,1,3,US,20161007,20161007,"1T        ",5,5,"V ",53072031," ",20161008,NULL,NULL,NULL,NULL,NULL,20191031,1213829,"    ",NULL,NULL
979AA,55,3980211,52165,"    ",NULL,"                                                  ","                                 ","                                 ","                  ","  ","          ",S,"   ","  ",20161229,"        ","1T        ",5,5,2,53322425," ",20091227,NULL,NULL,NULL,NULL,NULL,"        ",713937,"    ",NULL,NULL
417WN,29822,1384404,13802,2001,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20161116,20020426,"1T        ",5,5,"V ",51170042," ",20011108,NULL,NULL,NULL,NULL,NULL,20200331,3904,"    ",NULL,NULL
419WN,29824,1384404,13802,2001,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140224,20020510,"1T        ",5,5,"V ",51173620," ",20011203,NULL,NULL,NULL,NULL,NULL,20170630,23904,"    ",NULL,NULL
420WN,29825,1384404,13802,2001,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR HDQ-4GC       ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140224,20020510,"1T        ",5,5,"V ",51176640," ",20020107,NULL,NULL,NULL,NULL,NULL,20170630,33904,"    ",NULL,NULL
236FR,7389,3940006,13090,2016,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","299 S MAIN ST 5TH FLOOR          ","MAC U1228-051                    ","SALT LAKE CITY    ",UT,84111,S,35,US,20161117,20161117,"1T        ",5,5,"V ",50417527," ",20161118,NULL,NULL,NULL,NULL,NULL,20191130,1231902,"    ",NULL,NULL
427WN,29831,1384404,13802,2002,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20150727,20021113,"1T        ",5,5,"V ",51213641," ",20020424,NULL,NULL,NULL,NULL,NULL,20181130,83904,"    ",NULL,NULL
334NW,339,3930322,13802,1992,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160408,20091231,"1T        ",5,5,"V ",50722754," ",19960712,NULL,NULL,NULL,NULL,NULL,20190630,124172,"    ",NULL,NULL
16701,28762,13844BY,13802,1998,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20160622,19980330,"1T        ",5,4,"V ",50207041," ",19980327,NULL,NULL,NULL,NULL,NULL,20191130,726961,"    ",NULL,NULL
747AA,"                              ","       ","     ","    ",NULL,"CANCELLED/NOT ASSIGNED                            ","                                 ","                                 ","                  ","  ","          "," ","   ","  ","        ","        ","          "," ","  ",5,52406214," ","        ",NULL,NULL,NULL,NULL,NULL,"        ","        ","    ",NULL,NULL
435WN,32455,1384404,13802,2003,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20140812,20030710,"1T        ",5,5,"V ",51233662," ",20030601,NULL,NULL,NULL,NULL,NULL,20171031,31939,"    ",NULL,NULL
195DN,28452,1385101,52119,1997,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595                         ","ATLANTA           ",GA,303543743,7,121,US,20150410,19971002,"1T        ",5,5,"V ",50275426," ",19970930,NULL,NULL,NULL,NULL,NULL,20180831,236411,"    ",NULL,NULL
491UA,1741,3940004,34601,2002,NULL,"UNITED AIRLINES INC                               ","ATTN:  TREASURER WILLIS TOWER    ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151209,20130401,"1T        ",5,5,"V ",51412622," ",20020717,NULL,NULL,NULL,NULL,NULL,20190430,363966,"    ",NULL,NULL
373DA,29621,13844CF,13802,1998,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595                         ","ATLANTA           ",GA,303543743,7,121,US,20150415,19981028,"1T        ",5,4,"V ",51037474," ",19981027,NULL,NULL,NULL,NULL,NULL,20180831,43776,"    ",NULL,NULL
431WN,29845,1384404,13802,2002,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160830,20030305,"1T        ",5,5,"V ",51224326," ",20021219,NULL,NULL,NULL,NULL,NULL,20191231,12139,"    ",NULL,NULL
617SW,27700,138447K,13802,1995,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20151204,19951213,"1T        ",5,5,"V ",52005144," ",19951026,NULL,NULL,NULL,NULL,NULL,20190331,965482,"    ",NULL,NULL
429SW,7518,1390008,30015,2001,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ",299 S MAIN ST 5TH FL MAC U1228-51,"                                 ","SALT LAKE CITY    ",UT,84111,S,35,US,20150129,20010615,"1T        ",5,5,"V ",51217263," ",20010827,NULL,NULL,NULL,NULL,NULL,20170731,103944,"    ",NULL,NULL
709SW,27843,1384404,13802,1998,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20150727,19981123,"1T        ",5,5,"V ",52273642," ",20000117,NULL,NULL,NULL,NULL,NULL,20181130,126171,"    ",NULL,NULL
453UA,1001,3930326,34601,1999,NULL,"UNITED AIRLINES INC                               ","ATTN:  TREASURER WILLIS TOWER    ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151209,20130401,"1T        ",5,5,"V ",51277404," ",19990427,NULL,NULL,NULL,NULL,NULL,20190430,543777,"    ",NULL,NULL
688DL,27587,1384965,52117,1998,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595                         ","ATLANTA           ",GA,303543743,7,63,US,20140314,19980522,"1T        ",5,5,"V ",52220505," ",19980520,NULL,NULL,NULL,NULL,NULL,20170630,416551,"    ",NULL,NULL
740SW,29276,1384404,13802,1998,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20160305,19990127,"1T        ",5,5,"V ",52372057," ",19981130,NULL,NULL,NULL,NULL,NULL,20190630,256921,"    ",NULL,NULL
225UA,30554,1385219,52119,2001,NULL,"UNITED AIRLINES INC                               ","ATTN TREASURER WILLIS TOWER      ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151209,20130401,"1T        ",5,5,"V ",50372527," ",20011212,NULL,NULL,NULL,NULL,NULL,20190430,103747,"    ",NULL,NULL
695DL,29727,1384965,52117,1998,NULL,"DELTA AIR LINES INC                               ","1775 MH JACKSON SERVICE RD       ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,30354,7,121,US,20160413,19981214,"1T        ",5,5,"V ",52236637," ",19981211,NULL,NULL,NULL,NULL,NULL,20190531,593666,"    ",NULL,NULL
37413,31664,13848A3,13045,2008,NULL,"UNITED AIRLINES INC                               ","ATTN:TREASURER WILLIS TOWER      ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151209,20080114,"1T        ",5,5,"V ",51042476," ",20080112,NULL,NULL,NULL,NULL,NULL,20190430,445019,"    ",NULL,NULL
587NK,2476,3940032,34611,2005,NULL,"WILMINGTON TRUST CO TRUSTEE                       ","1100 N MARKET ST                 ","                                 ","WILMINGTON        ",DE,198901100,1,3,US,20151030,20130212,"1T        ",5,5,"V ",51710437," ",20121108,NULL,NULL,NULL,NULL,NULL,20190228,181619,"    ",NULL,NULL
362NW,911,3930322,13802,1998,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160408,20091231,"1T        ",5,5,"V ",51012373," ",19990104,NULL,NULL,NULL,NULL,NULL,20190630,263886,"    ",NULL,NULL
980EV,7759,1390008,30015,2003,NULL,"US BANK NA TRUSTEE                                ","C/O CORPORATE TRUST SERVICES     ","300 DELAWARE AVE FL 9            ","WILMINGTON        ",DE,198011607,1,3,US,20160720,20100311,"1T        ",5,5,"V ",53325634," ",20030225,NULL,NULL,NULL,NULL,NULL,20191231,33699,"    ",NULL,NULL
326US,282,3930320,13802,1992,NULL,"DELTA AIR LINES INC                               ","DEPT 595 AIRCRAFT REGISTRATIONS  ","1775 M H JACKSON SERVICE RD      ","ATLANTA           ",GA,30354,7,121,US,20150630,20150630,"1T        ",5,4,"V ",50703155," ",19920319,NULL,NULL,NULL,NULL,NULL,20180630,423892,"    ",NULL,NULL
976AA,53169,1182206,3029,1997,NULL,"APPLIED FINANCIAL LLC                             ","6975 UNION PARK CTR STE 200      ","                                 ","MIDVALE           ",UT,840476095,S,35,US,20100119,20040124,"1N        ",6,3,24,53314760," ",20040108,NULL,NULL,NULL,NULL,NULL,20130930,84549,"    ",NULL,NULL
589UA,28707,1384956,52117,1997,NULL,"UNITED AIRLINES INC                               ","ATTN TREASURER WILLIS TOWER      ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151210,20130401,"1T        ",5,4,"V ",51714432," ",19971103,NULL,NULL,NULL,NULL,NULL,20190430,946781,"    ",NULL,NULL
821UA,944,3930317,34601,1998,NULL,"UNITED AIRLINES INC                               ","ATTN:  TREASURER WILLIS TOWER    ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151211,20130401,"1T        ",5,4,"V ",52633125," ",19990204,NULL,NULL,NULL,NULL,NULL,20190430,83617,"    ",NULL,NULL
27190,14500934,3260214,54582,2005,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150129,20050831,"1T        ",5,5,"V ",50526737," ",20050901,NULL,NULL,NULL,NULL,NULL,20180131,199479,"    ",NULL,NULL
894AT,55046,1383700,54565,2004,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20151119,20050113,"1T        ",5,5,"V ",53052102," ",20041118,NULL,NULL,NULL,NULL,NULL,20190430,130579,"    ",NULL,NULL
249JB,19000045,3260408,30061,2006,NULL,"WELLS FARGO BANK NORTHWEST NA TRUSTEE             ","MAC U1228-51                     ","299 S MAIN ST FL 5               ","SALT LAKE CITY    ",UT,841112689,S,35,US,20150129,20060914,"1T        ",5,5,"V ",50451070," ",20061115,NULL,NULL,NULL,NULL,NULL,20180430,285099,"    ",NULL,NULL
760JB,3659,3940004,34604,2008,NULL,"JETBLUE AIRWAYS CORP                              ","27-01 QUEENS PLAZA NORTH         ","                                 ","LONG ISLAND CITY  ",NY,111014020,1,81,US,20161007,20081027,"1T        ",5,5,"V ",52441122," ",20081028,NULL,NULL,NULL,NULL,NULL,20180731,1015330,"    ",NULL,NULL
618WN,28034,138447K,13802,1995,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20151204,19951219,"1T        ",5,5,"V ",52007167," ",19951031,NULL,NULL,NULL,NULL,NULL,20190331,975482,"    ",NULL,NULL
928WN,36890,1384404,"     ","    ",NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR # HDQ-4GC     ","                                 ","DALLAS            ",TX,752351908,2,113,US,20141007,20080822,"          ",5,5,"V ",53156743," ","        ",NULL,NULL,NULL,NULL,NULL,20180228,471089,"    ",NULL,NULL
822UA,948,3930317,34601,1998,NULL,"UNITED AIRLINES INC                               ","ATTN: TREASURER WILLIS TOWER     ","233 S WACKER DR                  ","CHICAGO           ",IL,606067147,C,31,US,20151210,20130401,"1T        ",5,4,"V ",52635014," ",19990226,NULL,NULL,NULL,NULL,NULL,20190430,193617,"    ",NULL,NULL
944WN,36659,1384404,13074,2010,NULL,"SOUTHWEST AIRLINES CO                             ","2702 LOVE FIELD DR               ","HDQ-4GC                          ","DALLAS            ",TX,752351908,2,113,US,20161116,20100413,"1T        ",5,5,"V ",53217005," ",20100322,NULL,NULL,NULL,NULL,NULL,20200331,1042916,"    ",NULL,NULL
780SK,10277,1390015,30052,2009,NULL,"SKYWEST AIRLINES INC                              ","444 S RIVER RD                   ","                                 ","ST GEORGE         ",UT,847902085,S,53,US,20140326,20090604,"1T        ",5,5,"V ",52511040," ",20090605,NULL,NULL,NULL,NULL,NULL,20170731,1033506,"    ",NULL,NULL
788SK,10290,1390015,30052,2009,NULL,"SKYWEST AIRLINES INC                              ","444 SOUTH RIVER ROAD             ","                                 ","ST GEORGE         ",UT,84790,S,53,US,20150305,20091027,"1T        ",5,5,"V ",52527730," ",20091027,NULL,NULL,NULL,NULL,NULL,20180731,1042752,"    ",NULL,NULL
806NW,578,3940030,52119,2004,NULL,"DELTA AIR LINES INC                               ","1775 M H JACKSON SERVICE RD      ","DEPT 595 AIRCRAFT REGISTRATIONS  ","ATLANTA           ",GA,303543743,7,121,US,20160316,20091231,"1T        ",5,5,"V ",52574550," ",20040409,NULL,NULL,NULL,NULL,NULL,20190630,97329,"    ",NULL,NULL
382SW,26588,138447K,13802,1994,NULL,"U S BANK NA TRUSTEE                               ","ONE FEDERAL ST                   ","CORPORATE TRUST SERVICES         ","BOSTON            ",MA,2110,E,25,US,20140226,20040513,"1T        ",5,5,"V ",51062135," ",19940513,NULL,NULL,NULL,NULL,NULL,20170630,774662,"    ",NULL,NULL
